speaker,speech,speaker_std
El señor MONTESINOS TORRES.-,¿Te han cortado la línea?,MONTESINOS
Background,-Fin de la comunicación， continúa un diálogo ininteligible.,BACKGROUND
El señor MONTESINOS TORRES.-,Y tú qué dirás， hermano.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí， pues， efectivamente.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Hay que poner a un civil o a otro general.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,No sé， pues， es un riesgo. Claro， ya conoces， ya estás imbuido también de todos nuestros términos.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Y no sabe nada. (Risas.) Y hay 4 operaciones de salidas a la calle. (Risas.),MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Cuando uno estaba de servicio tenía que atender las llamadas de su novia， de su señora. Cuando entré al servicio...,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,¿Qué， la hacías de telefonista? (Risas). Me acuerdo que nosotros teníamos un (?).,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Cuarta Región.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Pero， si lo has mandado a la calle.,MONTESINOS
Background,-Se establece comunicación telefónica.,BACKGROUND
El general INDACOCHEA.-,¿Alo?,INDACOCHEA
El general EP SAUCEDO SÁNCHEZ.-,Buenos días， habla el general Saucedo. ¿Con quién hablo?,SAUCEDO SANCHEZ
El general INDACOCHEA.-,Mi general， buenos días. El general Indacochea.,INDACOCHEA
El general SAUCEDO SÁNCHEZ.-,Ah， hola Carlos， ¿qué tal?， ¿cómo estas?,SAUCEDO SANCHEZ
El general INDACOCHEA.-,Me dieron un teléfono， pero llamaron allí y en un celular， un control de voz.,INDACOCHEA
El general EP SAUCEDO SÁNCHEZ.-,Ya， ya. Bueno， escucha. El día de hoy se ha dado por concluido el puesto de Comandante General del Ejército del general Hermoza y yo he asumido la Comandancia General el Ejército.,SAUCEDO SANCHEZ
El general INDACOCHEA.-,Comprendido， mi general.,INDACOCHEA
El general EP SAUCEDO SÁNCHEZ.-,Entonces， el día de mañana vamos a hacer nosotros la ceremonia de reconocimiento.,SAUCEDO SANCHEZ
El general INDACOCHEA.-,Sí， mi general.,INDACOCHEA
El general EP SAUCEDO SÁNCHEZ.-,En principio va a ser al mediodía. Esto para que comuniques a tus generales y a los directores de todas las escoltas.,SAUCEDO SANCHEZ
El general INDACOCHEA.-,¿La ceremonia va a ser en el Cuartel General del Ejército?,INDACOCHEA
El general EP SAUCEDO SÁNCHEZ.-,Así es， en el Cuartel General ¿ya? Hay que comunicarse con todos los directores y también hay que tener en cuenta de que en la ceremonia para lucir las escoltas militares. Ya está haciendo la orden del ceremonial la Segunda Región Militar.,SAUCEDO SANCHEZ
El general INDACOCHEA.-,Ya， está bien.,INDACOCHEA
El general EP SAUCEDO SÁNCHEZ.-,Ya， muy bien.,SAUCEDO SANCHEZ
El general INDACOCHEA.-,Ya está.,INDACOCHEA
Background,-Fin de la comunicación telefónica.,BACKGROUND
El señor MONTESINOS TORRES.-,Entonces ya está con eso la cuarta.,MONTESINOS
Background,-El señor Montesinos Torres vuelve a llamar por teléfono. Se establece comunicación.,BACKGROUND
El capitán ESPINOZA.-,Primera Región Militar,ESPINOZA
El general EP SAUCEDO SÁNCHEZ.-,Buenas tardes， habla el general Saucedo. ¿Con quién hablo?,SAUCEDO SANCHEZ
El capitán ESPINOZA.-,Con el capitán Espinoza， mi general.,ESPINOZA
El general EP SAUCEDO SÁNCHEZ.-,Oiga， ¿el general Delgado?,SAUCEDO SANCHEZ
El capitán ESPINOZA.-,No se encuentra， mi general.,ESPINOZA
El capitán SAUCEDO SÁNCHEZ.-,Oiga， yo quiero comunicarme urgente con él.,SAUCEDO SANCHEZ
El capitán ESPINOZA.-,Correcto， mi general.,ESPINOZA
El general EP SAUCEDO SÁNCHEZ.-,¿Dónde está， dónde está él?,SAUCEDO SANCHEZ
El capitán ESPINOZA.-,Él se encuentra por el sector de la primera (?). Estábamos tratando de ubicar， parece que su celular no tiene (?).,ESPINOZA
El general EP SAUCEDO SÁNCHEZ.-,Ya， con el general Solari.,SAUCEDO SANCHEZ
El capitán ESPINOZA.-,Está el general Cárdenas， mi general.,ESPINOZA
El general EP SAUCEDO SÁNCHEZ.-,Comuníqueme.,SAUCEDO SANCHEZ
El capitán ESPINOZA.-,Ya， un momentito.,ESPINOZA
El general EP SAUCEDO SÁNCHEZ.-,Ya， está bien.,SAUCEDO SANCHEZ
Background,-Diálogo ininteligible entre el señor Montesinos Torres y el señor Saucedo Sánchez. Se reanuda la comunicación telefónica.,BACKGROUND
El general CÁRDENAS.-,¿Alo?.,CARDENAS
El general EP SAUCEDO SÁNCHEZ.-,Buenos días， habla el general Saucedo. ¿Con quién hablo?,SAUCEDO SANCHEZ
El general CÁRDENAS.-,Mi general， muy buenos días， le habla el general Cárdenas， Oficial del Estado Mayor， mi general,CARDENAS
El general EP SAUCEDO SÁNCHEZ.-,Hola， mira.,SAUCEDO SANCHEZ
El general CÁRDENAS.-,Sí， mi general.,CARDENAS
El general EP SAUCEDO SÁNCHEZ.-,El general Delgado， no está， ¿no?,SAUCEDO SANCHEZ
El general CÁRDENAS.-,No está， se ha ido al sector de Chira a un reconocimiento， mi general.,CARDENAS
El general EP SAUCEDO SÁNCHEZ.-,Escúcheme. Deseo que le manifieste lo siguiente al general Delgado， que el día de hoy se han dado por concluidas las funciones como Comandante General del general Hermoza.,SAUCEDO SANCHEZ
El general CÁRDENAS.-,Ya， mi general.,CARDENAS
El general EP SAUCEDO SÁNCHEZ.-,Yo estoy asumiendo la Comandancia General del Ejército.,SAUCEDO SANCHEZ
El general CÁRDENAS.-,Bien， mi general.,CARDENAS
El general EP SAUCEDO SÁNCHEZ.-,Entonces， el día de mañana se va a hacer el reconocimiento en el Cuartel General.,SAUCEDO SANCHEZ
El general CÁRDENAS.-,Perfecto.,CARDENAS
El general EP SAUCEDO SÁNCHEZ.-,Y es necesario que venga hoy día el general Delgado con el general Solari.,SAUCEDO SANCHEZ
El general CÁRDENAS.-,Ya， el general Delgado con el general Solari.,CARDENAS
El general EP SAUCEDO SÁNCHEZ.-,Sí， hoy día.,SAUCEDO SANCHEZ
El general CÁRDENAS.-,Correcto， mi general.,CARDENAS
El general EP SAUCEDO SÁNCHEZ.-,Ya， entonces， comunícales， de tal manera de que tengan tiempo y que se me presenten hoy día.,SAUCEDO SANCHEZ
El general CÁRDENAS.-,Correcto， mi general.,CARDENAS
El general EP SAUCEDO SÁNCHEZ.-,Me urge hoy día a cualquier hora.,SAUCEDO SANCHEZ
El general CÁRDENAS.-,Perfecto， mi general. Ya， mi general， hasta luego.,CARDENAS
El señor MONTESINOS TORRES.-,Entonces， ya está la primera. Voy a anotarlo.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Falta la cuarta， Cologe.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Cuarta Región Militar.,MONTESINOS
El general SALAZAR MONROE.-,¿Y al SIN?,SALAZAR
El señor MONTESINOS TORRES.-,A este se refieren también al Estado Mayor.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Lo que pasa es que no estaba. Entonces me dijeron， pero se cortó la llamada.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,No， al jefe del Estado Mayor del Ejército.,MONTESINOS
El general SALAZAR MONROE.-,Tengo una comodidad， él es el segundo en venir.,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Claro， ya le vamos a avisar (?).,SAUCEDO SANCHEZ
El general SALAZAR MONROE.-,Para su movilización， porque tienen que estar acá.,SALAZAR
El señor MONTESINOS TORRES.-,Claro， tiene que estar， porque si no cómo. Claro， tienen que estar los cinco.,MONTESINOS
El general SALAZAR MONROE.-,Porque es el nexo entre el reconocimiento del ministro con el Comandante General. Después ya yo aparezco allá， entonces yo ya estoy， porque si no juego frío allá.,SALAZAR
El señor MONTESINOS TORRES.-,No， tienen que estar los comandantes generales.,MONTESINOS
El general SALAZAR MONROE.-,Claro， esos tienen que asistir.,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Acá.,SAUCEDO SANCHEZ
El general SALAZAR MONROE.-,Tiene que estar el ministro.,SALAZAR
El señor MONTESINOS TORRES.-,Ah， sí， sí.,MONTESINOS
El general SALAZAR MONROE.-,Para la juramentación del ministro tienen que estar todos los comandantes generales. Ese es el nexo que hay.,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Claro， los comandantes generales de las regiones. (17),SAUCEDO SANCHEZ
El general SALAZAR MONROE.-,Si no está allá， deben estar acá.,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Y como lo que es ya cambiaría， (?).,SAUCEDO SANCHEZ
El general SALAZAR MONROE.-,Sino yo puedo (?),SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Por eso es bueno la citación mañana.,SAUCEDO SANCHEZ
El general SALAZAR MONROE.-,Claro.,SALAZAR
El señor MONTESINOS TORRES.-,No una (?).,MONTESINOS
El general SALAZAR MONROE.-,Esa fue (?).,SALAZAR
El señor MONTESINOS TORRES.-,(?).,MONTESINOS
El general SALAZAR MONROE.-,Ya sé.,SALAZAR
El señor MONTESINOS TORRES.-,(?) son asuntos de (?) mañana no duerme.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Tiene que apoyarnos mañana.,SAUCEDO SANCHEZ
Background,-Fin del vídeo N.° 1168 y que continúa en el N.° 1169. -Inicio del vídeo N.° 1169. TRANSCRIPCIÓN DEL VÍDEO N.° 1169 'RELEVO DEL GRL. NICOLÁS DE BARI HERMOZA RÍOS' 20 DE AGOSTO DE 1998 -Al inicio de la reunión se encuentran presentes el General César Saucedo Sánchez y el señor Vladimiro Montesinos Torres. El señor Montesinos Torres indica a un empleado， que está fuera de cámara， que se comunique con el señor Bergamino.,BACKGROUND
El señor MONTESINOS TORRES.-,O sino también con el General Bergamino.,MONTESINOS
Desconocido,¡Ah!,DESCONOCIDO
El señor MONTESINOS TORRES.-,Con Bergamino o con Díaz Araujo del Comando Conjunto.,MONTESINOS
Background,-El General Saucedo Sánchez recibe una llamada telefónica.,BACKGROUND
El INTERLOCUTOR.-,(?)， buenas tardes.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,Buenas tardes. Habla el General Saucedo.,SAUCEDO SANCHEZ
El INTERLOCUTOR.-,General， un segundito， mi General.,DESCONOCIDO
Background,-Hace su ingreso el General Salazar Monroe.,BACKGROUND
Desconocido,Mi General， buenos días.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,Buenos días. Habla el General Saucedo， ¿con quién hablo?,SAUCEDO SANCHEZ
El INTERLOCUTOR.-,Habla el Sargento (?) mi General.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,Óigame， necesito hablar yo， no está el General， sé que está acá en Lima.,SAUCEDO SANCHEZ
El INTERLOCUTOR.-,Efectivamente， mi general.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,Pero， ¿el Coronel Jefe del Estado Mayor?,SAUCEDO SANCHEZ
El INTERLOCUTOR.-,En estos momentos ha salido a pasar revista al Cuartel Mariscal Gamarra， mi general， ya se encuentra en camino de retorno.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,¿En qué tiempo?,SAUCEDO SANCHEZ
El INTERLOCUTOR.-,Calculo que debe estar en unos 10 minutos， mi General.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,¿Y el inspector está o no?,SAUCEDO SANCHEZ
El INTERLOCUTOR.-,El Coronel inspector se encuentra en estos momentos inspeccionando las unidades en Abancay， mi general.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,Ya， ¿y el más antiguo?,SAUCEDO SANCHEZ
El INTERLOCUTOR.-,En estos momentos algún Comandante del Estado Mayor， mi General.,DESCONOCIDO
El general EP SAUCEDO SÁNCHEZ.-,A ver comuníqueme.,SAUCEDO SANCHEZ
El INTERLOCUTOR.-,Un momento， mi General.,DESCONOCIDO
Background,-En ese lapso， el señor Montesinos conversa con el General Saucedo Sánchez.,BACKGROUND
El general EP SAUCEDO SÁNCHEZ.-,Espinoza está acá， que le avisen.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Que le avisen a Espinoza， pero que se presente， que le comuniquen (?)， al Estado Mayor para que se comunique.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí.,SAUCEDO SANCHEZ
Background,-El señor Montesinos Torres y el General Saucedo Sánchez se retiran hacia un lado del ambiente que no es visible.,BACKGROUND
El señor MONTESINOS TORRES.-,Hable de acá.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,¿De dónde?,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,(?),MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,(?),SAUCEDO SANCHEZ
Background,-El General Salazar Monroe contesta la llamada telefónica anterior.,BACKGROUND
El señor ARROYO.-,¡Aló!,ARROYO
El general EP SALAZAR MONROE.-,¡Aló!， ¿quién habla?,SALAZAR
El señor ARROYO.-,Buenas tardes. Le habla el Mayor Arroyo， Jefe de Seguridad de las Fuerzas de Acción Militar.,ARROYO
El general EP SALAZAR MONROE.-,¿Usted es el más antiguo en este momento ahí en las Fuerzas?,SALAZAR
El señor ARROYO.-,Los oficiales han salido a verificar instrucción， mi General.,ARROYO
El general EP SALAZAR MONROE.-,Un momentito， acá le va a hablar el General Saucedo， un momentito.,SALAZAR
El señor ARROYO.-,Ya.,ARROYO
Background,-Regresan al lugar inicial el señor Montesinos Torres y el General Saucedo Sánchez.,BACKGROUND
El general EP SAUCEDO SÁNCHEZ.-,¡Aló!,SAUCEDO SANCHEZ
El señor ARROYO.-,General， buenas tardes. Mayor Arroyo， Jefe de Seguridad de las Fuerzas de Acción Militar.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Arroyo， ¿no?,SAUCEDO SANCHEZ
El señor ARROYO.-,Sí， mi General.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Mire， deseo que se comunique usted con el Jefe del Estado Mayor y después con el General Espinoza， acá de lo que yo le voy a decir.,SAUCEDO SANCHEZ
El señor ARROYO.-,Ya， mi General.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,El día de hoy ha finalizado en sus funciones， por disposición del señor Presidente de la República， el General Nicolás Hermoza.,SAUCEDO SANCHEZ
El señor ARROYO.-,Sí.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Yo estoy asumiendo la Comandancia General del Ejército.,SAUCEDO SANCHEZ
El señor ARROYO.-,Sí， mi General.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Entonces， el día de mañana nosotros vamos a tener ya el reconocimiento del Cuartel General.,SAUCEDO SANCHEZ
El señor ARROYO.-,Sí， mi General.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Es por eso que se necesita que el General Espinoza esté acá el día de hoy， sé que está acá en Lima.,SAUCEDO SANCHEZ
El señor ARROYO.-,Sí， mi General.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Entonces， comuníquele.,SAUCEDO SANCHEZ
El señor ARROYO.-,Comprendido， mi General.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Comuníquele， y la ceremonia es el día de mañana， como le digo， pero tiene que comunicarse hoy conmigo el General Espinoza.,SAUCEDO SANCHEZ
El señor ARROYO.-,Comprendido， mi General.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Y avísele usted al Jefe del Estado Mayor y al Inspector de lo que yo le estoy comunicando， para que a su vez informen a sus unidades.,SAUCEDO SANCHEZ
El señor ARROYO.-,Comprendido， mi general.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Cualquier cosa que me llame el inspector o el Jefe del Estado Mayor que me llame allá a mi despacho.,SAUCEDO SANCHEZ
El señor ARROYO.-,A su despacho， comprendido mi General.,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Al Ministerio de Defensa.,SAUCEDO SANCHEZ
El señor ARROYO.-,Ministerio de Defensa .,ARROYO
El general EP SAUCEDO SÁNCHEZ.-,Okey.,SAUCEDO SANCHEZ
El señor ARROYO.-,Chao， mi General.,ARROYO
Background,-Fin de la llamada telefónica.,BACKGROUND
MONTESINOS TORRES.-,¿Quién más falta? (2),MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Falta el...,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,...el COINDE ya está.,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Falta COLOGE， el COPERE， Bergamino.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Bergamino.,MONTESINOS
Background,-Se retira el señor Montesinos Torres del Salón Grau. -El general Saucedo Sánchez contesta el teléfono.,BACKGROUND
El general EP SAUCEDO SÁNCHEZ.-,Aló， aló， habla el general Saucedo， quiero hablar con el general Bornaz.,SAUCEDO SANCHEZ
Background,-En ese preciso momento interrumpe el señor Montesinos Torres que no aparece en escena.,BACKGROUND
El señor MONTESINOS TORRES.-,¿Está Bornaz?,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Sí.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,¿Qué dice Bornaz?,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Cómo es para...,SAUCEDO SANCHEZ
Background,-Ingresa el señor Montesinos Torres a la Sala Grau.,BACKGROUND
El señor MONTESINOS TORRES.-,Ah， ya， ya.,MONTESINOS
Background,-El general Saucedo Sánchez contesta la llamada.,BACKGROUND
El general EP SAUCEDO SÁNCHEZ.-,Aló.,SAUCEDO SANCHEZ
El general BORNAZ SAAVEDRA.-,Diga.,BORNAZ SAAVEDRA
El general EP SAUCEDO SÁNCHEZ.-,¿Bornaz?,SAUCEDO SANCHEZ
El general BORNAZ SAAVEDRA.-,Sí， mi General.,BORNAZ SAAVEDRA
El general EP SAUCEDO SÁNCHEZ.-,Mire， escúcheme. El día de hoy ha finalizado en sus funciones， por disposición del señor Presidente de la República， el general Hermoza como Comandante General del Ejército. Yo voy a asumir la Comandancia General del Ejército.,SAUCEDO SANCHEZ
El general BORNAZ SAAVEDRA.-,Bien， general.,BORNAZ SAAVEDRA
El general EP SAUCEDO SÁNCHEZ.-,Es necesario que tú comuniques a tu personal. ¿Ya? El día de mañana vamos a tener nosotros la ceremonia de... ¿cómo se llama?， de asumir el mando， el reconocimiento correspondiente en el patio del Cuartel General del Ejército.,SAUCEDO SANCHEZ
El general BORNAZ SAAVEDRA.-,Entendido， mi General.,BORNAZ SAAVEDRA
El general EP SAUCEDO SÁNCHEZ.-,Muy bien， y nos estamos viendo.,SAUCEDO SANCHEZ
El general BORNAZ SAAVEDRA.-,Lo felicito， General.,BORNAZ SAAVEDRA
El general EP SAUCEDO SÁNCHEZ.-,Gracias.,SAUCEDO SANCHEZ
El general BORNAZ SAAVEDRA.-,Muy bien.,BORNAZ SAAVEDRA
El general EP SAUCEDO SÁNCHEZ.-,Chau. (Fin de la conversación telefónica),SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,¿Y quién falta?,MONTESINOS
El general EP SAUCEDO SÁNCHEZ.-,Falta COPERE， Bergamino.,SAUCEDO SANCHEZ
El señor MONTESINOS TORRES.-,Ya， y con eso cerramos.,MONTESINOS
Background,-Se retira del Salón Grau el señor Montesinos Torres.,BACKGROUND
El general EP SALAZAR MOROE.-,(?),SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Ya está. Carlos (?) Ya está.,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,(?),SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Carlos lo está viendo.,SAUCEDO SANCHEZ
El general SALAZAR MONROE.-,Ah， ja. (?),SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,El trabajó es mucho más fuerte. Se maneja bien. Carlos me dice: tú te manejas bien.,SAUCEDO SANCHEZ
El general SALAZAR MONROE.-,Sí. (?) ¿Qué te parece?,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Bueno， bueno， bueno (?).,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,Toda la familia (?),SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Exacto， conoce. Sí， sí. O sea que por ahí no hay ningún problema.,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,¿Qué asesor legal tienes ahí?,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,El asesor es Delgado Arenas. Es bueno.,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,Bueno.,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Sí， está bien identificado en Tacna.,SAUCEDO SANCHEZ
El general SALAZAR MONROE.-,Sí， es del equipo.,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Y asesores， del grupo de asesores está Rigolleto， pero el jefe es (?) Pereda， está Henry Castro Contreras.,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,¡Ah!， el único.,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Después hay dos generales más ahí. Ahí donde está Silva， Silva el piloto.,SAUCEDO SANCHEZ
El general EP SALAZAR MONROE.-,¡Ah， él!,SALAZAR
El general EP SAUCEDO SÁNCHEZ.-,Pero él está...,SAUCEDO SANCHEZ
Background,-Ingresa al Salón Grau el señor Montesinos Torres.,BACKGROUND
El señor MONTESINOS TORRES.-,No sabes (?)， hermano.,MONTESINOS
